run_207,0.0,1.0,law_compilation,1.0
run_208,1.0,1.0,1.0,kb_idp_parse

failure_category (same run order)
run_id,direct_json_ir_translate,direct_json_ir_no_translate,le_json_ir_translate,le_json_ir_no_translate
run_001,completed,completed,law_compilation,completed
run_002,completed,completed,completed,completed
run_003,completed,law_compilation,kb_idp_parse,kb_idp_parse
run_004,completed_with_errors,completed_with_errors,completed_with_errors,completed_with_errors
run_005,completed,completed,completed,completed
run_006,process_error,completed,law_compilation,kb_idp_parse
run_007,completed,completed,completed,completed
run_008,completed,completed_with_errors,completed,law_compilation
run_009,completed,completed,completed,kb_idp_parse
run_101,completed,completed,completed,completed
run_102,completed_with_errors,completed_with_errors,completed_with_errors,completed_with_errors
run_103,completed,completed,law_compilation,law_compilation
run_104,process_error,completed,process_error,completed
run_105,completed,law_compilation,completed,completed
run_106,completed,completed,completed,completed
run_107,completed,completed,completed,completed
run_108,process_error,completed,completed,completed
run_109,completed,completed,completed,completed_with_errors
run_110,completed,completed,completed,completed
run_111,completed,completed,completed,completed
run_112,completed,completed,completed,completed
run_113,completed,completed,completed,kb_idp_parse
run_114,completed,completed,completed,completed
run_115,completed,completed,completed,kb_idp_parse
run_116,completed,completed,completed,kb_idp_parse
run_117,completed,completed,completed,kb_idp_parse
run_118,law_compilation,completed,completed,completed
run_119,completed,completed,kb_idp_parse,kb_idp_parse
run_120,process_error,completed,kb_idp_parse,kb_idp_parse
run_201,completed,completed,completed,completed
run_202,completed,completed,completed,completed
run_203,process_error,completed,law_compilation,completed
run_204,completed,completed,completed,completed
run_205,completed,completed,completed,completed
run_206,completed,completed,completed,completed
run_207,completed,completed,law_compilation,completed
run_208,completed,completed,completed,kb_idp_parse

score_present
run_id,direct_json_ir_translate,direct_json_ir_no_translate,le_json_ir_translate,le_json_ir_no_translate
run_001,True,True,False,True
run_002,True,True,True,True
run_003,True,False,False,False
run_004,True,True,True,True
run_005,True,True,True,True
run_006,False,True,False,False
run_007,True,True,True,True
run_008,True,True,True,False
run_009,True,True,True,False
run_101,True,True,True,True
run_102,True,True,True,True
run_103,True,True,False,False
run_104,False,True,False,True
run_105,True,False,True,True
run_106,True,True,True,True
run_107,True,True,True,True
run_108,False,True,True,True
run_109,True,True,True,True
run_110,True,True,True,True
run_111,True,True,True,True
run_112,True,True,True,True
run_113,True,True,True,False
run_114,True,True,True,True
run_115,True,True,True,False
run_116,True,True,True,False
run_117,True,True,True,False
run_118,False,True,True,True
run_119,True,True,False,False
run_120,False,True,False,False
run_201,True,True,True,True
run_202,True,True,True,True
run_203,False,True,False,True
run_204,True,True,True,True
run_205,True,True,True,True
run_206,True,True,True,True
run_207,True,True,False,True
run_208,True,True,True,False

missing_score_reason
run_id,direct_json_ir_translate,direct_json_ir_no_translate,le_json_ir_translate,le_json_ir_no_translate
run_001,,,law_compilation_failed,
run_002,,,,
run_003,,law_compilation_failed,main_exited_before_scoring,main_exited_before_scoring
run_004,,,,
run_005,,,,
run_006,main_exited_before_scoring,,law_compilation_failed,main_exited_before_scoring
run_007,,,,
run_008,,,,law_compilation_failed
run_009,,,,main_exited_before_scoring
run_101,,,,
run_102,,,,
run_103,,,law_compilation_failed,law_compilation_failed
run_104,main_exited_before_scoring,,main_exited_before_scoring,
run_105,,law_compilation_failed,,
run_106,,,,
run_107,,,,
run_108,main_exited_before_scoring,,,
run_109,,,,
run_110,,,,
run_111,,,,
run_112,,,,
run_113,,,,main_exited_before_scoring
run_114,,,,
run_115,,,,main_exited_before_scoring
run_116,,,,main_exited_before_scoring
run_117,,,,main_exited_before_scoring
run_118,law_compilation_failed,,,
run_119,,,main_exited_before_scoring,main_exited_before_scoring
run_120,main_exited_before_scoring,,main_exited_before_scoring,main_exited_before_scoring
run_201,,,,
run_202,,,,
run_203,main_exited_before_scoring,,law_compilation_failed,
run_204,,,,
run_205,,,,
run_206,,,,
run_207,,,law_compilation_failed,
run_208,,,,main_exited_before_scoring
