run_id,strategy,duration_sec,duration_human,ok,scored,score_present,failure_category,missing_score_reason,exit_code
run_102,direct_json_ir_no_translate,62.71,1.0m,False,True,True,completed_with_errors,,0
run_102,le_json_ir_translate,95.01,1.6m,False,True,True,completed_with_errors,,0
run_102,le_json_ir_no_translate,88.25,1.5m,False,True,True,completed_with_errors,,0
run_103,direct_json_ir_translate,51.64,51.6s,True,True,True,completed,,0
run_103,direct_json_ir_no_translate,20.13,20.1s,True,True,True,completed,,0
run_103,le_json_ir_translate,61.03,1.0m,False,False,False,law_compilation,law_compilation_failed,1
run_103,le_json_ir_no_translate,33.59,33.6s,False,False,False,law_compilation,law_compilation_failed,1
run_104,direct_json_ir_translate,54.91,54.9s,False,False,False,process_error,main_exited_before_scoring,1
run_104,direct_json_ir_no_translate,38.4,38.4s,True,True,True,completed,,0
run_104,le_json_ir_translate,87.3,1.5m,False,False,False,process_error,main_exited_before_scoring,1
run_104,le_json_ir_no_translate,37.98,38.0s,True,True,True,completed,,0
run_105,direct_json_ir_translate,44.09,44.1s,True,True,True,completed,,0
run_105,direct_json_ir_no_translate,32.68,32.7s,False,False,False,law_compilation,law_compilation_failed,1
run_105,le_json_ir_translate,49.57,49.6s,True,True,True,completed,,0
run_105,le_json_ir_no_translate,25.48,25.5s,True,True,True,completed,,0
run_106,direct_json_ir_translate,54.75,54.8s,True,True,True,completed,,0
run_106,direct_json_ir_no_translate,31.56,31.6s,True,True,True,completed,,0
run_106,le_json_ir_translate,54.43,54.4s,True,True,True,completed,,0
run_106,le_json_ir_no_translate,26.12,26.1s,True,True,True,completed,,0
run_107,direct_json_ir_translate,105.78,1.8m,True,True,True,completed,,0
run_107,direct_json_ir_no_translate,129.97,2.2m,True,True,True,completed,,0
run_107,le_json_ir_translate,142.75,2.4m,True,True,True,completed,,0
run_107,le_json_ir_no_translate,140.63,2.3m,True,True,True,completed,,0
run_108,direct_json_ir_translate,71.08,1.2m,False,False,False,process_error,main_exited_before_scoring,1
run_108,direct_json_ir_no_translate,95.28,1.6m,True,True,True,completed,,0
run_108,le_json_ir_translate,261.78,4.4m,True,True,True,completed,,0
run_108,le_json_ir_no_translate,201.18,3.4m,True,True,True,completed,,0
run_109,direct_json_ir_translate,110.09,1.8m,True,True,True,completed,,0
run_109,direct_json_ir_no_translate,94.04,1.6m,True,True,True,completed,,0
run_109,le_json_ir_translate,244.86,4.1m,True,True,True,completed,,0
run_109,le_json_ir_no_translate,160.83,2.7m,False,True,True,completed_with_errors,,0
run_110,direct_json_ir_translate,78.88,1.3m,True,True,True,completed,,0
run_110,direct_json_ir_no_translate,64.22,1.1m,True,True,True,completed,,0
run_110,le_json_ir_translate,220.6,3.7m,True,True,True,completed,,0
run_110,le_json_ir_no_translate,220.32,3.7m,True,True,True,completed,,0
run_111,direct_json_ir_translate,132.07,2.2m,True,True,True,completed,,0
run_111,direct_json_ir_no_translate,57.78,57.8s,True,True,True,completed,,0
run_111,le_json_ir_translate,247.01,4.1m,True,True,True,completed,,0
run_111,le_json_ir_no_translate,228.5,3.8m,True,True,True,completed,,0
run_112,direct_json_ir_translate,116.59,1.9m,True,True,True,completed,,0
run_112,direct_json_ir_no_translate,133.89,2.2m,True,True,True,completed,,0
run_112,le_json_ir_translate,161.95,2.7m,True,True,True,completed,,0
run_112,le_json_ir_no_translate,143.0,2.4m,True,True,True,completed,,0
run_113,direct_json_ir_translate,60.65,1.0m,True,True,True,completed,,0
run_113,direct_json_ir_no_translate,37.24,37.2s,True,True,True,completed,,0
run_113,le_json_ir_translate,79.36,1.3m,True,True,True,completed,,0
run_113,le_json_ir_no_translate,36.06,36.1s,False,False,False,kb_idp_parse,main_exited_before_scoring,1
run_114,direct_json_ir_translate,60.45,1.0m,True,True,True,completed,,0
run_114,direct_json_ir_no_translate,39.6,39.6s,True,True,True,completed,,0
run_114,le_json_ir_translate,80.99,1.3m,True,True,True,completed,,0
run_114,le_json_ir_no_translate,43.75,43.8s,True,True,True,completed,,0
run_115,direct_json_ir_translate,108.86,1.8m,True,True,True,completed,,0
run_115,direct_json_ir_no_translate,46.8,46.8s,True,True,True,completed,,0
run_115,le_json_ir_translate,66.39,1.1m,True,True,True,completed,,0
run_115,le_json_ir_no_translate,55.86,55.9s,False,False,False,kb_idp_parse,main_exited_before_scoring,1
run_116,direct_json_ir_translate,110.83,1.8m,True,True,True,completed,,0
run_116,direct_json_ir_no_translate,43.63,43.6s,True,True,True,completed,,0
run_116,le_json_ir_translate,69.35,1.2m,True,True,True,completed,,0
run_116,le_json_ir_no_translate,92.85,1.5m,False,False,False,kb_idp_parse,main_exited_before_scoring,1
run_117,direct_json_ir_translate,98.52,1.6m,True,True,True,completed,,0
run_117,direct_json_ir_no_translate,69.48,1.2m,True,True,True,completed,,0
run_117,le_json_ir_translate,64.26,1.1m,True,True,True,completed,,0
run_117,le_json_ir_no_translate,36.11,36.1s,False,False,False,kb_idp_parse,main_exited_before_scoring,1
run_118,direct_json_ir_translate,92.17,1.5m,False,False,False,law_compilation,law_compilation_failed,1
run_118,direct_json_ir_no_translate,45.32,45.3s,True,True,True,completed,,0
run_118,le_json_ir_translate,63.64,1.1m,True,True,True,completed,,0
run_118,le_json_ir_no_translate,45.82,45.8s,True,True,True,completed,,0
run_119,direct_json_ir_translate,78.39,1.3m,True,True,True,completed,,0
run_119,direct_json_ir_no_translate,52.38,52.4s,True,True,True,completed,,0
run_119,le_json_ir_translate,73.23,1.2m,False,False,False,kb_idp_parse,main_exited_before_scoring,1
run_119,le_json_ir_no_translate,90.18,1.5m,False,False,False,kb_idp_parse,main_exited_before_scoring,1
run_120,direct_json_ir_translate,76.58,1.3m,False,False,False,process_error,main_exited_before_scoring,1
run_120,direct_json_ir_no_translate,45.21,45.2s,True,True,True,completed,,0
run_120,le_json_ir_translate,116.58,1.9m,False,False,False,kb_idp_parse,main_exited_before_scoring,1
run_120,le_json_ir_no_translate,173.89,2.9m,False,False,False,kb_idp_parse,main_exited_before_scoring,1
run_201,direct_json_ir_translate,63.51,1.1m,True,True,True,completed,,0
run_201,direct_json_ir_no_translate,58.23,58.2s,True,True,True,completed,,0
run_201,le_json_ir_translate,61.7,1.0m,True,True,True,completed,,0
run_201,le_json_ir_no_translate,29.9,29.9s,True,True,True,completed,,0
run_202,direct_json_ir_translate,46.98,47.0s,True,True,True,completed,,0
run_202,direct_json_ir_no_translate,22.83,22.8s,True,True,True,completed,,0
run_202,le_json_ir_translate,61.34,1.0m,True,True,True,completed,,0
run_202,le_json_ir_no_translate,23.87,23.9s,True,True,True,completed,,0
run_203,direct_json_ir_translate,78.29,1.3m,False,False,False,process_error,main_exited_before_scoring,1
run_203,direct_json_ir_no_translate,96.98,1.6m,True,True,True,completed,,0
run_203,le_json_ir_translate,188.87,3.1m,False,False,False,law_compilation,law_compilation_failed,1
run_203,le_json_ir_no_translate,143.47,2.4m,True,True,True,completed,,0
run_204,direct_json_ir_translate,75.92,1.3m,True,True,True,completed,,0
run_204,direct_json_ir_no_translate,91.01,1.5m,True,True,True,completed,,0
run_204,le_json_ir_translate,259.95,4.3m,True,True,True,completed,,0
run_204,le_json_ir_no_translate,107.7,1.8m,True,True,True,completed,,0
run_205,direct_json_ir_translate,112.37,1.9m,True,True,True,completed,,0
run_205,direct_json_ir_no_translate,70.26,1.2m,True,True,True,completed,,0
run_205,le_json_ir_translate,66.35,1.1m,True,True,True,completed,,0
run_205,le_json_ir_no_translate,50.15,50.1s,True,True,True,completed,,0
run_206,direct_json_ir_translate,101.21,1.7m,True,True,True,completed,,0
run_206,direct_json_ir_no_translate,73.22,1.2m,True,True,True,completed,,0
run_206,le_json_ir_translate,68.14,1.1m,True,True,True,completed,,0
run_206,le_json_ir_no_translate,62.96,1.0m,True,True,True,completed,,0
run_207,direct_json_ir_translate,49.63,49.6s,True,True,True,completed,,0
run_207,direct_json_ir_no_translate,26.62,26.6s,True,True,True,completed,,0
run_207,le_json_ir_translate,61.97,1.0m,False,False,False,law_compilation,law_compilation_failed,1
run_207,le_json_ir_no_translate,31.11,31.1s,True,True,True,completed,,0
run_208,direct_json_ir_translate,64.01,1.1m,True,True,True,completed,,0
run_208,direct_json_ir_no_translate,38.7,38.7s,True,True,True,completed,,0
run_208,le_json_ir_translate,77.63,1.3m,True,True,True,completed,,0
run_208,le_json_ir_no_translate,30.42,30.4s,False,False,False,kb_idp_parse,main_exited_before_scoring,1
